case,phi,r,x,y
A,2.901140589558158,1.7678696858045662,-1.7170088153204155,0.4210035084161632
A,2.904283753793866,1.7689097980018513,-1.7193345768977717,0.4158491146446152
A,2.9074269180295733,1.7699376816914831,-1.7216329947007518,0.41068141987329115
A,2.910570082265281,1.7709532819195948,-1.723903945848774,0.4055005699488122
A,2.9137132465009885,1.7719565442763532,-1.7261473086777521,0.4003067118452414
A,2.9168564107366963,1.7729474149028495,-1.7283629627555062,0.39509999365439835
A,2.919999574972404,1.7739258404979434,-1.7305507888970613,0.3898805645759911
A,2.9231427392081115,1.7748917683250505,-1.7327106691798317,0.38464857490754445
A,2.9262859034438193,1.7758451462188882,-1.7348424869586982,0.3794041760341386
A,2.9294290676795267,1.7767859225921596,-1.7369461268809587,0.37414752041796095
A,2.9325722319152345,1.777714046442189,-1.7390214749011632,0.3688787615876573
A,2.9357153961509423,1.7786294673574987,-1.7410684182958207,0.3635980541275052
A,2.9388585603866497,1.7795321355243279,-1.743086845677976,0.35830555366639094
A,2.9420017246223575,1.7804220017330945,-1.745076647011658,0.35300141686660075
A,2.9451448888580654,1.781299017384795,-1.7470377136261914,0.34768580141243277
A,2.9482880530937727,1.782163134497341,-1.7489699382303652,0.34235886599861853
A,2.9514312173294805,1.783014305711836,-1.7508732149264672,0.33702077031856276
A,2.954574381565188,1.783852484298783,-1.7527474392241655,0.3316716750524088
A,2.9577175458008957,1.7846776241642273,-1.7545925080542442,0.3263117418549142
A,2.9608607100366036,1.785489679855832,-1.756408319782188,0.32094113334316005
A,2.964003874272311,1.786288606568883,-1.7581947742216102,0.3155600130840772
A,2.9671470385080188,1.7870743601522214,-1.7599517726475191,0.3101685455817972
A,2.970290202743726,1.787846897114108,-1.7616792178094285,0.3047668962648399
A,2.973433366979434,1.7886061746280102,-1.763377013944301,0.29935523147311943
A,2.9765765312151418,1.789352150538314,-1.7650450667893178,0.2939337184447916
A,2.979719695450849,1.790084783365962,-1.7666832835944863,0.2885025253029289
A,2.982862859686557,1.7908040323140093,-1.7682915731350655,0.28306182104203004
A,2.9860060239222648,1.7915098572731054,-1.7698698457238202,0.2776117755143747
A,2.989149188157972,1.7922022188268887,-1.771418013223087,0.2721525594162105
A,2.99229235239368,1.792881078257306,-1.772935989056667,0.26668434427378285
A,2.9954355166293873,1.7935463975498436,-1.7744236882215234,0.26120730242921575
A,2.998578680865095,1.7941981393986761,-1.7758810272992935,0.25572160702622815
A,3.001721845100803,1.7948362672117264,-1.7773079244676078,0.25022743199571035
A,3.0048650093365104,1.7954607451156452,-1.7787042995112166,0.2447249520411447
A,3.008008173572218,1.7960715379606926,-1.7800700738329132,0.23921434262387845
A,3.0111513378079255,1.7966686113255388,-1.781405170464264,0.23369577994826202
A,3.0142945020436334,1.7972519315219682,-1.7827095140761284,0.22816944094663333
A,3.017437666279341,1.7978214655994933,-1.7839830309889773,0.22263550326417517
A,3.0205808305150486,1.7983771813498755,-1.7852256491829994,0.21709414524362866
A,3.0237239947507564,1.7989190473115533,-1.7864372983080037,0.21154554590987354
A,3.026867158986464,1.7994470327739696,-1.7876179096930986,0.20598988495438378
A,3.0300103232221716,1.7999611077818094,-1.788767416356162,0.200427342719549
A,3.0331534874578794,1.8004612431391336,-1.78988575301309,0.1948581001828699
A,3.0362966516935868,1.8009474104134189,-1.7909728560868277,0.1892823389410394
A,3.0394398159292946,1.801419581939494,-1.7920286637161715,0.18370024119389236
A,3.0425829801650024,1.8018777308233778,-1.7930531157643514,0.17811198972825004
A,3.0457261444007098,1.8023218309460152,-1.7940461538273844,0.1725177679016436
A,3.0488693086364176,1.802751856966908,-1.7950077212421949,0.16691775962592584
A,3.052012472872125,1.8031677843276464,-1.7959377630945077,0.16131214935078397
A,3.0551556371078328,1.8035695892553307,-1.7968362262265045,0.1557011220471352
A,3.0582988013435406,1.8039572487658924,-1.797703059244245,0.15008486319043288
A,3.061441965579248,1.8043307406673061,-1.7985382125248512,0.1444635587438659
A,3.064585129814956,1.804690043562694,-1.7993416382234508,0.138837395141463
A,3.0677282940506636,1.8050351368533237,-1.800113290279878,0.13320655927111177
A,3.070871458286371,1.8053660007414982,-1.8008531244251365,0.12757123845748192
A,3.074014622522079,1.8056826162333333,-1.8015610981876093,0.12193162044486222
A,3.077157786757786,1.8059849651414277,-1.802237170899031,0.11628789337992364
A,3.080300950993494,1.8062730300874192,-1.802881303700203,0.11064024579439069
A,3.083444115229202,1.8065467945044331,-1.8034934595464667,0.10498886658764943
A,3.086587279464909,1.8068062426394156,-1.8040736032129225,0.09933394500927491
A,3.089730443700617,1.8070513595553526,-1.8046217012993928,0.09367567064148914
A,3.0928736079363244,1.807282131133382,-1.8051377222351415,0.08801423338156193
A,3.096016772172032,1.8074985440747833,-1.8056216362833257,0.08234982342413712
A,3.09915993640774,1.8077005859028594,-1.8060734155452023,0.07668263124351195
A,3.1023031006434474,1.807888244964699,-1.8064930339640692,0.07101284757585327
A,3.105446264879155,1.8080615104328261,-1.806880467328955,0.06534066340136176
A,3.108589429114863,1.808220372306733,-1.8072356932780436,0.0596662699263949
A,3.1117325933505704,1.8083648214142956,-1.8075586913018427,0.053989858565538056
A,3.114875757586278,1.8084948494130744,-1.8078494427460903,0.04831162092363412
A,3.1180189218219856,1.8086104487914962,-1.8081079308143986,0.04263174877778336
A,3.1211620860576934,1.80871161286992,-1.808334140570635,0.03695043405929712
A,3.1243052502934012,1.8087983358015836,-1.8085280589410428,0.03126786883563276
A,3.1274484145291086,1.8088706125734342,-1.8086896747160954,0.0255842452922937
A,3.1305915787648164,1.8089284390068405,-1.8088189785520883,0.019899755714705786
A,3.133734743000524,1.8089718117581843,-1.8089159629724643,0.014214592470081914
A,3.1368779072362316,1.809000728319337,-1.8089806223688767,0.008528947989258304
A,3.1400210714719394,1.8090151870180136,-1.8090129530019838,0.0028430147485301645
A,3.143164235707647,1.8090151870180136,-1.8090129530019838,-0.0028430147485297213
A,3.1463073999433546,1.809000728319337,-1.8089806223688767,-0.00852894798925786
A,3.149450564179062,1.8089718117581843,-1.8089159629724643,-0.014214592470080669
A,3.15259372841477,1.8089284390068405,-1.8088189785520883,-0.019899755714705345
A,3.1557368926504776,1.8088706125734342,-1.8086896747160954,-0.025584245292293258
A,3.158880056886185,1.8087983358015836,-1.8085280589410428,-0.03126786883563232
A,3.162023221121893,1.80871161286992,-1.808334140570635,-0.03695043405929667
A,3.1651663853576006,1.8086104487914962,-1.8081079308143986,-0.04263174877778292
A,3.168309549593308,1.8084948494130744,-1.8078494427460905,-0.048311620923633676
A,3.171452713829016,1.8083648214142956,-1.8075586913018427,-0.05398985856553761
A,3.174595878064723,1.808220372306733,-1.8072356932780436,-0.05966626992639445
A,3.177739042300431,1.8080615104328261,-1.806880467328955,-0.06534066340136131
A,3.180882206536139,1.807888244964699,-1.8064930339640692,-0.07101284757585283
A,3.184025370771846,1.8077005859028594,-1.8060734155452023,-0.07668263124351152
A,3.187168535007554,1.8074985440747833,-1.8056216362833257,-0.08234982342413667
A,3.1903116992432614,1.807282131133382,-1.8051377222351415,-0.0880142333815607
A,3.1934548634789692,1.8070513595553526,-1.8046217012993928,-0.09367567064148868
A,3.196598027714677,1.8068062426394156,-1.8040736032129225,-0.09933394500927448
A,3.1997411919503844,1.8065467945044331,-1.8034934595464667,-0.104988866587649
A,3.2028843561860922,1.8062730300874192,-1.802881303700203,-0.11064024579439025
A,3.2060275204218,1.8059849651414277,-1.802237170899031,-0.1162878933799232
A,3.2091706846575074,1.8056826162333333,-1.8015610981876093,-0.12193162044486179
A,3.2123138488932153,1.8053660007414982,-1.8008531244251365,-0.12757123845748145
A,3.2154570131289226,1.8050351368533237,-1.8001132902798782,-0.13320655927111133
A,3.2186001773646304,1.804690043562694,-1.7993416382234508,-0.13883739514146254
A,3.2217433416003383,1.8043307406673061,-1.7985382125248512,-0.14446355874386546
A,3.2248865058360456,1.8039572487658924,-1.797703059244245,-0.1500848631904324
A,3.2280296700717535,1.8035695892553307,-1.7968362262265045,-0.1557011220471348
A,3.231172834307461,1.8031677843276464,-1.7959377630945077,-0.16131214935078275
A,3.2343159985431686,1.802751856966908,-1.7950077212421949,-0.1669177596259254
A,3.2374591627788765,1.8023218309460152,-1.7940461538273844,-0.17251776790164317
A,3.240602327014584,1.801877730823378,-1.793053115764352,-0.17811198972824963
A,3.2437454912502917,1.801419581939494,-1.7920286637161715,-0.1837002411938919
A,3.2468886554859995,1.8009474104134189,-1.7909728560868277,-0.189282338941039
A,3.250031819721707,1.8004612431391336,-1.7898857530130903,-0.19485810018286945
A,3.2531749839574147,1.7999611077818094,-1.788767416356162,-0.20042734271954857
A,3.256318148193122,1.7994470327739696,-1.7876179096930986,-0.20598988495438336
A,3.25946131242883,1.7989190473115533,-1.786437298308004,-0.21154554590987312
A,3.2626044766645377,1.7983771813498755,-1.7852256491829994,-0.21709414524362822
A,3.265747640900245,1.7978214655994933,-1.7839830309889773,-0.2226355032641747
A,3.268890805135953,1.7972519315219682,-1.7827095140761284,-0.22816944094663286
A,3.2720339693716602,1.796668611325539,-1.7814051704642644,-0.23369577994826082
A,3.275177133607368,1.7960715379606929,-1.7800700738329136,-0.23921434262387803
A,3.278320297843076,1.7954607451156452,-1.7787042995112166,-0.24472495204114428
A,3.2814634620787833,1.7948362672117264,-1.7773079244676078,-0.25022743199570996
A,3.284606626314491,1.7941981393986761,-1.7758810272992938,-0.2557216070262277
A,3.287749790550199,1.7935463975498436,-1.7744236882215234,-0.2612073024292153
A,3.2908929547859063,1.7928810782573061,-1.7729359890566674,-0.26668434427378246
A,3.294036119021614,1.792202218826889,-1.7714180132230875,-0.27215255941621014
A,3.2971792832573215,1.7915098572731054,-1.7698698457238202,-0.27761177551437427
A,3.3003224474930293,1.7908040323140093,-1.7682915731350657,-0.2830618210420296
A,3.303465611728737,1.790084783365962,-1.7666832835944863,-0.2885025253029285
A,3.3066087759644445,1.7893521505383145,-1.7650450667893185,-0.29393371844479127
A,3.3097519402001523,1.7886061746280102,-1.763377013944301,-0.299355231473119
A,3.3128951044358597,1.7878468971141084,-1.7616792178094292,-0.30476689626483877
A,3.3160382686715675,1.7870743601522214,-1.7599517726475191,-0.31016854558179674
A,3.3191814329072753,1.786288606568883,-1.7581947742216102,-0.31556001308407683
A,3.3223245971429827,1.7854896798558324,-1.7564083197821887,-0.32094113334315977
A,3.3254677613786905,1.7846776241642273,-1.7545925080542442,-0.32631174185491374
A,3.328610925614398,1.783852484298783,-1.7527474392241658,-0.3316716750524076
A,3.3317540898501057,1.783014305711836,-1.7508732149264672,-0.3370207703185623
A,3.3348972540858135,1.782163134497341,-1.7489699382303652,-0.34235886599861814
A,3.338040418321521,1.781299017384795,-1.7470377136261914,-0.3476858014124323
A,3.3411835825572287,1.7804220017330945,-1.745076647011658,-0.3530014168666003
A,3.3443267467929365,1.7795321355243279,-1.743086845677976,-0.35830555366639055
A,3.347469911028644,1.7786294673574987,-1.741068418295821,-0.36359805412750473
A,3.3506130752643517,1.777714046442189,-1.7390214749011634,-0.36887876158765687
A,3.353756239500059,1.7767859225921596,-1.7369461268809587,-0.37414752041795973
A,3.356899403735767,1.7758451462188884,-1.7348424869586985,-0.37940417603413823
A,3.3600425679714747,1.7748917683250505,-1.7327106691798317,-0.384648574907544
A,3.363185732207182,1.7739258404979434,-1.7305507888970615,-0.38988056457599063
A,3.36632889644289,1.77294741490285,-1.7283629627555066,-0.395099993654398
A,3.3694720606785973,1.7719565442763532,-1.7261473086777523,-0.4003067118452402
A,3.372615224914305,1.7709532819195948,-1.723903945848774,-0.40550056994881173
A,3.375758389150013,1.7699376816914831,-1.721632994700752,-0.4106814198732907
A,3.3789015533857203,1.7689097980018513,-1.719334576897772,-0.4158491146446148
A,3.382044717621428,1.7678696858045662,-1.7170088153204157,-0.42100350841616274
A,3.385187881857136,1.766817400590593,-1.7146558340502536,-0.4261444564782336
A,3.3883310460928433,1.7657529983810119,-1.7122757583542292,-0.43127181526733566
A,3.391474210328551,1.764676535719993,-1.7098687146689506,-0.43638544237527743
A,3.3946173745642585,1.7635880696677289,-1.707434830584887,-0.44148519655805424
A,3.3977605387999663,1.762487657793326,-1.7049742348304744,-0.44657093774454537
A,3.400903703035674,1.7613753581676583,-1.7024870572561344,-0.45164252704500146
A,3.4040468672713815,1.760251229356184,-1.6999734288182116,-0.45669982675933884
A,3.4071900315070893,1.7591153304117233,-1.697433481562827,-0.4617427003852324
A,3.4103331957427967,1.7579677208672067,-1.6948673486096602,-0.4667710126260005
A,3.4134763599785045,1.7568084607283876,-1.6922751641356546,-0.4717846293982989
A,3.4166195242142123,1.7556376104665246,-1.6896570633586556,-0.47678341783960115
A,3.4197626884499197,1.7544552310110368,-1.6870131825209862,-0.48176724631548445
A,3.4229058526856275,1.753261383742126,-1.6843436588729492,-0.4867359844267117
A,3.4260490169213353,1.752056130483379,-1.6816486306562874,-0.4916895030161055
A,3.4291921811570427,1.750839533494339,-1.6789282370875722,-0.4966276741752233
A,3.4323353453927505,1.7496116554630585,-1.676182618341551,-0.5015503712508311
A,3.435478509628458,1.7483725594986315,-1.6734119155344462,-0.5064574688511668
A,3.4386216738641657,1.7471223091236983,-1.670616270707201,-0.511348842852008
A,3.4417648380998735,1.7458609682669404,-1.6677958268086928,-0.5162243704025291
A,3.444908002335581,1.7445886012555547,-1.664950727678906,-0.5210839299309606
A,3.4480511665712887,1.7433052728077103,-1.6620811180320667,-0.5259274011500448
A,3.451194330806996,1.7420110480249968,-1.6591871434397543,-0.5307546650622825
A,3.454337495042704,1.7407059923848542,-1.6562689503139756,-0.5355656039649872
A,3.4574806592784117,1.739390171732996,-1.653326685890223,-0.5403601014551254
A,3.460623823514119,1.738063652275824,-1.6503604982105098,-0.5451380424339638
A,3.463766987749827,1.7367265005728285,-1.6473705361063826,-0.5498993131115119
A,3.4669101519855348,1.7353787835289922,-1.6443569491819292,-0.5546438010107602
A,3.470053316221242,1.7340205683871786,-1.641319887796765,-0.5593713949717205
A,3.47319648045695,1.7326519227205275,-1.6382595030490226,-0.5640819851552697
A,3.4763396446926573,1.7312729144248398,-1.6351759467583284,-0.5687754630467834
A,3.479482808928365,1.729883611710965,-1.6320693714487797,-0.5734517214595818
A,3.482625973164073,1.7284840830971937,-1.628939930331931,-0.578110654538169
A,3.4857691373997803,1.7270743974016456,-1.6257877772897766,-0.5827521577612781
A,3.488912301635488,1.7256546237346655,-1.6226130668577448,-0.5873761279447216
A,3.4920554658711955,1.7242248314912245,-1.6194159542077085,-0.5919824632440382
A,3.4951986301069033,1.7227850903433242,-1.616196595131,-0.5965710631569536
A,3.498341794342611,1.7213354702324164,-1.6129551460214588,-0.6011418285256384
A,3.5014849585783185,1.7198760413618217,-1.6096917638584838,-0.6056946615387769
A,3.5046281228140264,1.718406874189169,-1.606406606190121,-0.6102294657334466
A,3.507771287049734,1.7169280394188395,-1.6030998311161742,-0.614746145996796
A,3.5109144512854416,1.7154396079944292,-1.5997715972713458,-0.6192446085675418
A,3.5140576155211494,1.7139416510912215,-1.5964220638084086,-0.6237247610372734
A,3.5172007797568567,1.7124342401086816,-1.5930513903814196,-0.6281865123515658
A,3.5203439439925646,1.7109174466629609,-1.5896597371289618,-0.6326297728109113
A,3.5234871082282724,1.7093913425794274,-1.5862472646574406,-0.6370544540714593
A,3.5266302724639798,1.707855999885209,-1.5828141340244108,-0.641460469145575
A,3.5297734366996876,1.7063114908017643,-1.5793605067219627,-0.6458477324022165
A,3.532916600935395,1.7047578877374705,-1.5758865446601495,-0.650216159567122
A,3.5360597651711028,1.7031952632802363,-1.5723924101504698,-0.6545656677228266
A,3.5392029294068106,1.7016236901901414,-1.5688782658894087,-0.6588961753084899
A,3.542346093642518,1.7000432413921003,-1.5653442749420312,-0.6632076021195518
A,3.5454892578782258,1.6984539899685513,-1.5617906007256372,-0.667499869307212
A,3.548632422113933,1.696856009152177,-1.5582174069934833,-0.6717728993777272
A,3.551775586349641,1.6952493723186504,-1.554624857818563,-0.6760266161915451
A,3.554918750585349,1.6936341529794163,-1.5510131175774635,-0.6802609449622565
A,3.558061914821056,1.6920104247744991,-1.547382350934285,-0.684475812255383
A,3.561205079056764,1.6903782614653449,-1.5437327228246347,-0.6886711459869955
A,3.564348243292472,1.6887377369276972,-1.5400643984396987,-0.6928468754221597
A,3.567491407528179,1.6870889251445107,-1.5363775432103906,-0.6970029311732228
A,3.570634571763887,1.6854319001988918,-1.5326723227915742,-0.7011392451979337
A,3.5737777359995944,1.6837667362670863,-1.5289489030463759,-0.7052557507973964
A,3.576920900235302,1.6820935076114956,-1.5252074500305748,-0.7093523826138716
A,3.58006406447101,1.6804122885737387,-1.5214481299770837,-0.7134290766284094
A,3.5832072287067174,1.6787231535677491,-1.5176711092805164,-0.7174857701583323
A,3.586350392942425,1.6770261770729125,-1.513876554481842,-0.7215224018545605
A,3.5894935571781326,1.675321433627248,-1.5100646322531388,-0.7255389116987802
A,3.5926367214138404,1.6736089978206288,-1.5062355093824342,-0.7295352410004664
A,3.595779885649548,1.6718889442880511,-1.5023893527586516,-0.73351133239375
A,3.5989230498852556,1.6701613477029382,-1.4985263293566427,-0.7374671298341381
A,3.6020662141209634,1.6684262827704979,-1.4946466062223298,-0.7414025785950931
A,3.605209378356671,1.6666838242211202,-1.4907503504579454,-0.7453176252644577
A,3.6083525425923786,1.6649340468038243,-1.486837729207378,-0.7492122177407458
A,3.6114957068280864,1.6631770252797509,-1.4829089096416193,-0.7530863052292909
A,3.614638871063794,1.6614128344157024,-1.4789640589443234,-0.7569398382382512
A,3.6177820352995016,1.6596415489777345,-1.4750033442974715,-0.7607727685744863
A,3.6209251995352094,1.657863243724792,-1.4710269328671468,-0.7645850493392893
A,3.624068363770917,1.6560779934024,-1.467034991789425,-0.7683766349239941
A,3.6272115280066246,1.654285872736402,-1.4630276881563715,-0.7721474810054505
A,3.630354692242332,1.652486956426752,-1.459005189002161,-0.7758975445413644
A,3.63349785647804,1.6506813191413556,-1.4549676612893068,-0.7796267837655213
A,3.6366410207137476,1.6488690355099684,-1.4509152718950147,-0.7833351581828748
A,3.639784184949455,1.6470501801181419,-1.4468481875976482,-0.7870226285645187
A,3.642927349185163,1.6452248275012267,-1.4427665750633187,-0.7906891569425384
A,3.6460705134208706,1.6433930521384312,-1.438670600832599,-0.7943347066047393
A,3.649213677656578,1.6415549284469328,-1.4345604313073554,-0.7979592420892618
A,3.652356841892286,1.639710530776043,-1.4304362327377034,-0.8015627291790826
A,3.655500006127993,1.637859933401434,-1.4262981712090956,-0.8051451348963983
A,3.658643170363701,1.6360032105194173,-1.4221464126295265,-0.8087064274969065
A,3.661786334599409,1.634140436241279,-1.4179811227168713,-0.8122465764639696
A,3.664929498835116,1.6322716845876764,-1.4138024669863507,-0.815765552502678
A,3.668072663070824,1.6303970294830878,-1.4096106107381237,-0.8192633275338103
A,3.6712158273065314,1.628516544750324,-1.4054057190450133,-0.8227398746876822
A,3.674358991542239,1.6266303041050965,-1.4011879567403616,-0.8261951682979086
A,3.677502155777947,1.6247383811506453,-1.3969574884060163,-0.8296291838950547
A,3.6806453200136544,1.6228408493724262,-1.3927144783604528,-0.8330418982001985
A,3.6837884842493622,1.6209377821328577,-1.3884590906470247,-0.8364332891184001
A,3.68693164848507,1.619029252666128,-1.3841914890223557,-0.8398033357320721
A,3.6900748127207774,1.617115334073062,-1.3799118369448589,-0.843152018294267
A,3.6932179769564852,1.6151960993160486,-1.3756202975633964,-0.8464793182218754
A,3.6963611411921926,1.613271621214031,-1.371317033706076,-0.8497852180887339
A,3.6995043054279004,1.6113419724375562,-1.3670022078691786,-0.8530697016186574
A,3.7026474696636082,1.6094072255038847,-1.36267598220623,-0.8563327536783808
A,3.7057906338993156,1.6074674527721664,-1.3583385185172077,-0.8595743602704274
A,3.7089337981350234,1.605522726438673,-1.3539899782378824,-0.8627945085258998
A,3.712076962370731,1.6035731185320963,-1.3496305224293057,-0.8659931866971886
A,3.7152201266064386,1.601618700908906,-1.3452603117674284,-0.8691703841506178
A,3.7183632908421465,1.5996595452487725,-1.340879506532867,-0.8723260913590085
A,3.721506455077854,1.597695723050051,-1.3364882666008022,-0.8754602998941804
A,3.7246496193135616,1.5957273056253254,-1.3320867514310206,-0.8785730024193841
A,3.7277927835492695,1.5937543640970206,-1.327675120058099,-0.8816641926816644
A,3.730935947784977,1.5917769693930741,-1.3232535310817262,-0.8847338655041654
A,3.7340791120206847,1.589795192242668,-1.3188221426571627,-0.8877820167783712
A,3.737222276256392,1.587809103172032,-1.3143811124858513,-0.8908086434562863
A,3.7403654404921,1.5858187725002995,-1.3099305978061544,-0.8938137435425613
A,3.7435086047278077,1.583824270335435,-1.3054707553842466,-0.8967973160865603
A,3.746651768963515,1.5818256665702186,-1.3010017415051363,-0.8997593611743749
A,3.749794933199223,1.5798230308782988,-1.2965237119638358,-0.902699879920791
A,3.7529380974349302,1.577816432710303,-1.292036822056671,-0.9056188744611966
A,3.756081261670638,1.5758059412900154,-1.2875412265727277,-0.9085163479434518
A,3.759224425906346,1.573791625610616,-1.2830370797854465,-0.911392304519705
A,3.7623675901420532,1.5717735544309819,-1.2785245354443515,-0.9142467493381684
A,3.765510754377761,1.5697517962720526,-1.274003746766921,-0.9170796885348529
A,3.7686539186134684,1.5677264194132587,-1.2694748664306033,-0.9198911292252573
A,3.7717970828491763,1.5656974918890114,-1.2649380465649658,-0.9226810794960246
A,3.774940247084884,1.5636650814852557,-1.2603934387439901,-0.9254495483965569
A,3.7780834113205914,1.561629255736086,-1.2558411939785024,-0.9281965459305974
A,3.7812265755562993,1.5595900819204243,-1.2512814627087447,-0.9309220830477811
A,3.784369739792007,1.5575476270587598,-1.246714394797088,-0.9336261716351487
A,3.7875129040277145,1.5555019579099518,-1.2421401395208793,-0.9363088245086362
A,3.7906560682634223,1.5534531409680927,-1.2375588455654292,-0.9389700554045347
A,3.7937992324991296,1.5514012424594352,-1.2329706610171407,-0.9416098789709221
A,3.7969423967348375,1.5493463283393778,-1.2283757333567682,-0.9442283107590734
A,3.8000855609705453,1.547288464289515,-1.223774209452822,-0.9468253672148453
A,3.8032287252062527,1.5452277157147465,-1.2191662355551036,-0.9494010656700418
A,3.8063718894419605,1.5431641477404467,-1.2145519572883778,-0.9519554243337602
A,3.809515053677668,1.5410978252096983,-1.209931519646185,-0.9544884622837172
A,3.8126582179133757,1.5390288126805816,-1.205305066984781,-0.9570001994575618
A,3.8158013821490835,1.5369571744235273,-1.2006727430172188,-0.9594906566441699
A,3.818944546384791,1.53488297441873,-1.1960346908075616,-0.9619598554749299
A,3.8220877106204987,1.5328062763536159,-1.191391052765224,-0.9644078184150151
A,3.8252308748562065,1.5307271436203767,-1.186741970639456,-0.9668345687546437
A,3.828374039091914,1.5286456393135581,-1.1820875855139514,-0.9692401306003344
A,3.8315172033276217,1.526561826227709,-1.177428037801589,-0.9716245288661554
A,3.834660367563329,1.5244757668550877,-1.172763467239307,-0.9739877892649612
A,3.837803531799037,1.5223875233834272,-1.1680940128831043,-0.9763299382996363
A,3.8409466960347447,1.5202971576937596,-1.1634198131031745,-0.9786510032543261
A,3.844089860270452,1.5182047313582956,-1.158741005579166,-0.9809510121856737
A,3.84723302450616,1.5161103056383607,-1.1540577272955679,-0.9832299939140547
A,3.8503761887418673,1.514013941482393,-1.1493701145372301,-0.9854879780148135
A,3.853519352977575,1.5119156995239906,-1.144678302885,-0.9877249948095036
A,3.856662517213283,1.5098156400800211,-1.1399824272114938,-0.9899410753571319
A,3.8598056814489903,1.5077138231487839,-1.1352826216769871,-0.9921362514454098
A,3.862948845684698,1.505610308408226,-1.1305790197254266,-0.9943105555820105
A,3.866092009920406,1.503505155214218,-1.1258717540805745,-0.9964640209858356
A,3.8692351741561133,1.5013984225988817,-1.1211609567422662,-0.9985966815782918
A,3.872378338391821,1.4992901692689675,-1.116446758982788,-1.0007085719745772
A,3.8755215026275285,1.4971804536042965,-1.1117292913433874,-1.0027997274749814
A,3.8786646668632363,1.4950693336562428,-1.107008683630884,-1.0048701840561993
A,3.881807831098944,1.4929568671462814,-1.1022850649144178,-1.0069199783626586
A,3.8849509953346515,1.490843111464578,-1.0975585635223024,-1.008949147697863
A,3.8880941595703593,1.4887281236686367,-1.0928293070389958,-1.0109577300157546
A,3.8912373238060667,1.4866119604820016,-1.0880974223021969,-1.0129457639120936
A,3.8943804880417745,1.484494678293,-1.0833630354000399,-1.0149132886158547
A,3.8975236522774823,1.4823763331535484,-1.07862627166842,-1.016860343980649
A,3.9006668165131897,1.4802569807780006,-1.0738872556884194,-1.0187869704761627
A,3.9038099807488975,1.4781366765420474,-1.0691461112838474,-1.0206932091796224
A,3.9069531449846053,1.4760154754816692,-1.064402961518897,-1.0225791017672812
A,3.9100963092203127,1.4738934322921335,-1.059657928695905,-1.02444469050593
A,3.9132394734560205,1.4717706013270422,-1.0549111343532191,-1.0262900182444374
A,3.916382637691728,1.4696470365974295,-1.0501626992631838,-1.0281151284053114
A,3.9195258019274357,1.4675227917709017,-1.0454127434302156,-1.029920064976293
A,3.9226689661631435,1.4653979201708323,-1.0406613860890015,-1.0317048725019762
A,3.925812130398851,1.463272474775596,-1.03590874570279,-1.0334695960754579
A,3.9289552946345587,1.4611465082178543,-1.0311549399617876,-1.0352142813300202
A,3.932098458870266,1.4590200727838827,-1.0264000857816629,-1.0369389744308395
A,3.935241623105974,1.4568932204129472,-1.0216442993021446,-1.0386437220667337
A,3.9383847873416817,1.4547660026967233,-1.0168876958857263,-1.040328571441937
A,3.941527951577389,1.4526384708787603,-1.012130390116467,-1.0419935702679126
A,3.944671115813097,1.4505106758539863,-1.0073724957988865,-1.0436387667551978
A,3.9478142800488047,1.4483826681682628,-1.002614125956967,-1.0452642096052862
A,3.950957444284512,1.4462544980179768,-0.9978553928332412,-1.0468699480025434
A,3.95410060852022,1.4441262152496754,-0.993096407887978,-1.0484560316061646
A,3.9572437727559273,1.4419978693597477,-0.9883372817984674,-1.050022510542164
A,3.960386936991635,1.4398695094941405,-0.9835781244583871,-1.0515694353954086
A,3.963530101227343,1.4377411844481207,-0.9788190449772717,-1.0530968572016854
A,3.9666732654630503,1.4356129426660764,-0.9740601516800657,-1.0546048274398134
A,3.969816429698758,1.4334848322413563,-0.969301552106765,-1.0560933980237948
A,3.9729595939344655,1.4313569009161506,-0.9645433530121539,-1.0575626212950033
A,3.9761027581701733,1.4292291960814092,-0.9597856603656175,-1.0590125500144212
A,3.979245922405881,1.4271017647768016,-0.9550285793510537,-1.0604432373549137
A,3.9823890866415885,1.4249746536907095,-0.9502722143668585,-1.0618547368935474
A,3.9855322508772963,1.4228479091602604,-0.9455166690259986,-1.0632471026039547
A,3.9886754151130037,1.4207215771713995,-0.9407620461561733,-1.0646203888487384
A,3.9918185793487115,1.4185957033589924,-0.9360084478000441,-1.0659746503719245
A,3.9949617435844194,1.41647033300697,-0.9312559752155591,-1.0673099422914576
A,3.9981049078201267,1.4143455110485053,-0.9265047288763482,-1.0686263200917439
A,4.0012480720558345,1.412221282066226,-0.9217548084721966,-1.0699238396162407
A,4.004391236291542,1.410097690292462,-0.9170063129096009,-1.07120255706009
A,4.00753440052725,1.4079747796095248,-0.9122593403123924,-1.0724625289628018
A,4.010677564762958,1.4058525935500248,-0.9075139880224483,-1.0737038122009825
A,4.013820728998665,1.4037311752972166,-0.90277035260046,-1.0749264639811162
A,4.016963893234373,1.4016105676853785,-0.8980285298267867,-1.076130541832388
A,4.020107057470081,1.3994908132002284,-0.8932886147023812,-1.0773161035995598
A,4.023250221705788,1.3973719539793628,-0.8885507014497736,-1.078483207435896
A,4.026393385941495,1.3952540318127333,-0.8838148835141365,-1.0796319117961368
A,4.029536550177204,1.393137088143152,-0.8790812535644145,-1.0807622754295219
